"ID","Timestamp","Identifier","Avg_rating","Total_answers","Total_ratings","Answer","Num_options","Question","OptionA","OptionB","OptionC","OptionD","OptionE","Explanation","Tags"
"4054145","2019-10-04 07:56:02","1803939","3.1000","140","110","A","5","<p>Mrs A is told she has a risk of inheriting Huntington's disease, and that it has an autosomal dominant inheritance pattern. One characteristic of autosomal dominant diseases is that they can have reduced penetrance.</p><p>&nbsp;</p><p>What does 'reduced penetrance' mean?</p>","<p>A person can have a dominant gene copy but not show any signs of the gene&nbsp;</p>","<p>A person can have no copies of the gene, bit still show signs&nbsp;</p>","<p>A person has a dominant gene copy and shows signs of the gene</p>","<p>A person has the disease, but has a reduced risk of passing it onto their offspring&nbsp;<em><br /></em></p>","<p>A person is at reduced risk of inheriting the disease&nbsp;&nbsp;</p>","<p>Reduced penetrance means that&nbsp;a person can have a dominant gene copy but not show any signs of the gene. The concept of reduced penetrance is particularly important in the case of autosomal dominant cancer susceptibility genes.</p>","Case 7, Genetics, Chromosomal Abnormalities"
"4054183","2019-10-04 08:25:40","1802156","2.9800","129","101","E","5","<p>A woman, trying to conceive, comes to a GP for a check up and the GP asks her to take Folic acid to prevent a serious condition. Folic Acid, Vitamin B9 is one of the recommended vitamins for a pregnant woman. A lack of folic acid can lead to serious life-threatening conditions to the fetus.&nbsp;</p><p><br />Which of the following is the most likely condition that the GP is concerned about?</p>","<p>Conjoined twinning</p>","<p>Down Syndrome</p>","<p>Duchene Muscular Dystrophy</p>","<p>Heart defects</p>","<p>Spina bifida</p>","<p>Vitamin B9 : used to make DNA/RNA (Refer to PCS)&nbsp;</p><p>Spina Bifida is the condition where neural tubes fail to close during neurulation and this can be life-threatening. This is most likely caused when there is a lack of vitamin B9 which is why it is recommended to be taken before conceiving as it would be quite late by the time the woman knows she is pregnant.&nbsp;</p>","Embryology, Case 7, Neurulation"
"4054518","2019-10-04 11:52:37","1508384","3.1800","129","102","B","5","<p>A 30-month old child is brought to your paediatric clinic. Though he has been walking normally, he has recently had difficulty standing up from the ground. He tends to place his feet wide apart, and use his hands to climb up his legs until he is standing upright. When you examine the child, you notice a slight blue/grey tint to his sclera.</p><p>&nbsp;</p><p>What is the most likely reason for these symptoms?</p>","<p>Congenital myopathy</p><p>&nbsp;</p>","<p>Duchenne muscular dystrophy</p>","<p>Fragile X syndrome</p>","<p>Friedreich ataxia</p>","<p>Huntington's disease</p>","<p>Duchenne muscular dystrophy is an X-linked recessive disease which primarily affects young boys, and causes a lack of muscle tone and weakening of the muscles. Symptoms generally appear between the age of 18 months - 3 years, and include problems walking and climbing up stairs. A hallmark of Duchenne MD is ""<a class=""enteredLink"" href=""https://en.wikipedia.org/wiki/Gowers%27_sign"" target=""_blank"">Gower's sign</a>"", where a patient will ""walk up their legs"" to stand up due to a lack of muscle strength in the thighs and hips.</p><p>&nbsp;</p><p>&nbsp;</p>","Case 7, Genetics"
"4054587","2019-10-04 12:20:59","1508384","2.9800","114","90","B","5","<p>Eric is a 35 year old man who is worried about his fertility. He and his partner have failed to conceive for many months. You examine Eric and find that he is slightly taller and thinner than average, has smaller than average testes, and has gynecomastia. He otherwise seems normal.</p><p>&nbsp;</p><p>Which of the following is most likely the cause of Eric's symptoms?</p>","<p>Fragile-X syndrome</p>","<p>Klinefelter syndrome</p>","<p>Marfan syndrome</p>","<p>Turner syndrome</p>","<p>XYY syndrome</p>","<p>Klinefelter syndrome (47,XXY) presents with infertility, small testicle size, and some gynecomastia (growth of male breasts). Patients are often taller and have less muscle tone than normal males.</p>","Case 7, Genetics, Chromosomal Abnormalities"
"4054605","2019-10-04 12:31:53","1508384","2.7800","106","85","E","5","<p>After birth, female gametes are arrested during meiosis and prevented from progressing until puberty. How many chromosomes and chromatids are present in each cell undergoing oogenesis at this stage?</p>","<p>23 chromosomes, 23 chromatids</p>","<p>23 chromosomes, 46 chromatids</p>","<p>23 chromosomes, 92 chromatids</p>","<p>46 chromosomes, 46 chromatids</p>","<p>46 chromosomes, 92 chromatids</p>","<p>After birth, oogenesis is halted during prophase I of meiosis. The cells are diploid, as they have not completed meiosis yet, so there are 46 chromosomes. As the cells have completed interphase, they will have replicated their genetic material. This means there are twice as many chromatids than chromosomes, so there are 92 chromatids.</p>","Case 7, Reproduction"
"4055475","2019-10-04 22:30:42","1800346","2.8700","124","91","C","5","<p>Gastrulation is the process in which the 3 germ layers are formed (endoderm, mesoderm and ectoderm). Which migrating cells are responsible for the formation of the mesoderm?</p>","<p>embryoblast cells&nbsp;</p>","<p>endometrial cells&nbsp;</p>","<p>epiblast cells&nbsp;</p>","<p>hypoblast cells&nbsp;</p>","<p>trophoblast cells&nbsp;</p>","<p>the epiblast cells migrate from the primitive streak to form the mesoderm layer&nbsp;</p>","Case 7, gastrulation"
"4055752","2019-10-02 22:51:44","1804905","2.7300","99","79","B","5","<p>Snow white has come to see you in the GP as she has missed her last two periods. She believes she might be around 9 weeks pregnant since she has been having ""a lot"" of unprotected sex with dopey. If this is the case, what hormone is likely to be significantly raised?</p>","<p>Follicle Stimulating Hormone (FSH)</p>","<p>human Chorionic Gonadotropin (hCG)</p>","<p>No hormones are significantly raised yet</p>","<p>Oestrogen</p>","<p>Progesterone&nbsp;</p>","<p>hCG -This is the hormone typically used in pregnancy tests, and can sometimes be detected as early as 8 days post conception. Congratulations Snow!</p>","Pregnancy, Case 7"
"4057497","2019-10-05 23:22:28","1803622","2.7800","120","96","C","5","<p>Gastrulation is the formation of three primary germ layers from the previously bilayered blastula.</p><p>&nbsp;</p><p>Which of the following most accurately indicates the day at which gastrulation starts?</p>","<p>Day 6</p>","<p>Day 10</p>","<p>Day 16</p>","<p>Day 23</p>","<p>Day 40</p>","<p>Gastrulation starts to occur at around days 15-16.</p><p>&nbsp;</p><p>Refer to the gastrulation plenary.</p>","Case 7, gastrulation, Embryology"
"4057505","2019-10-05 23:29:59","1803622","2.5700","128","99","C","4","<p>The musculoskeletal and cardiovascular systems are derivatives of which primary germ layer?</p>","<p>Ectoderm</p>","<p>Endoderm</p>","<p>Mesoderm</p>","<p>Myoderm</p>","","<p>The MSK and cardiiovascular systems are derivatives of the mesoderm.</p>","Case 7, gastrulation, Embryology"
"4057519","2019-10-05 23:42:55","1705647","2.9900","121","98","D","5","<p>Lucas has Red-Green colourblindness and wanted the geneticist to explain if he condition is going to affect his children. Assuming his wife if not a carrier, what is the geneticist most like to tell him?&nbsp;</p>","<p>Both genders will be equally affected.&nbsp;</p>","<p>Males will be affected and females will be asymptomatic carriers.&nbsp;</p>","<p>Males will be affected and females will be unaffected.</p>","<p>Males will be unaffected and females will be asymptomatic carriers.</p>","<p>The mutation will not be passed on.&nbsp;</p>","<p>Males will receive Lucas' Y chromosome to make them male and hence will not be affected by colourblindness (normal X from mother). Females will have one copy of recessive condition but will have a normal X too so will be carriers for the condition.&nbsp;</p>","Case 7, Chromosomal Abnormalities"
"4057525","2019-10-05 23:59:20","1705647","2.9000","119","97","D","5","<p>Somites are paired structure that have an important role in the body plan. With continued development in a normal fetus, what do these structures give rise to?</p>","<p>Cartilage, Bone and Neurones</p>","<p>Ectoderm, Mesoderm and Endoderm</p>","<p>Epiblast, Hypoblast and Inner Cell Mass</p>","<p>Sclerotome, Myotome and Dermatome&nbsp;</p>","<p>Sympathetic, Parasympathetic and Enteric Nervous Systems&nbsp;</p>","<p>Somites give rise to the sclerotome, myotome and dermatome which form cartilage (bone) of the skeleton (ribs &amp; vertebrae), muscles of the rib cage, limbs and back as well a connective tissue cells of the dermis.&nbsp;</p>","Case 7, Embryology"
"4057529","2019-10-06 00:06:39","1705647","2.7400","110","86","E","5","<p>Fred is one of the consultant surgeons who performs emergency surgeries at UHW. When reflecting on cases of ectopic pregnancies, he notices that implantation in a specific area of the female reproductive tract accounts for the majority of these types of surgery.&nbsp;</p><p>&nbsp;</p><p>What area is this likely to be?&nbsp;</p>","<p>Internal Os</p>","<p>Left Ovary</p>","<p>Right Ovary</p>","<p>Pouch of Douglas</p>","<p>Uterine Tube&nbsp;</p>","<p>95% of ectopic pregnancies occur in the uterine tubes.&nbsp;</p>","Pregnancy, Case 7"
"4057543","2019-10-06 00:20:24","1705647","2.7200","102","81","B","5","<p>There are many substances that can cause harm to a developing fetus which scientists refer to as Teratogens. Which of the below is not considered dangerous to the developing fetus?</p>","<p>Alcohol&nbsp;</p>","<p>Exercise</p>","<p>Hyperthermia</p>","<p>Tobacco</p>","<p>Vitamin A&nbsp;</p>","<p>See Prof Wilson's lecture on Teratology.&nbsp;</p><p>Exposure to alcohol during pregnancy can lead to a syndrome - Fetal Alcohol Syndrome/ Fetal Alcohol Spectrum Disorder.&nbsp;</p><p>Hyperthermia - Sauna use in Sweden&nbsp;</p><p>Research has given strong evidence of the adverse effects of smoking during pregnancy.&nbsp;</p><p>Roaccutane is an analogue of Vitamin A.&nbsp;</p><p>&nbsp;</p><p>Maintaining a healthy BMI during pregnancy through exercise has been shown to help with pregnancy symptoms and labour.&nbsp;</p><p>&nbsp;</p>","Pregnancy, Case 7"
"4058086","2019-10-03 10:58:09","1508384","2.9100","121","94","C","5","<p>Mr. and Mrs. Jones are worried about the risk of their baby having Down syndrome, as Mrs. Jones is in her late 30's. Before they decide whether to undergo screening, they ask the doctor for more information. The doctor tells them that Down syndrome is a chromosomal abnormality which can be caused by having a three copies of chromosome of 21. What is the most likely process which leads to this chromosomal abnormality?</p>","<p>Diandry</p>","<p>Mosaicism</p>","<p>Nondisjunction</p>","<p>Robertsonian translocation</p>","<p>Unbalanced translocation</p>","<p>Nondisjunction occurs when there is a failure of two homologous chromosomes to separate properly during meiosis I, or two sister chromatids to separate during meiosis II. It leads to a single gamete receiving the wrong number of a certain chromosome.</p><p>&nbsp;</p><p>The majority of Down syndrome cases occur due to nondisjunction, whereas Robertsonian translocations and mosaicism are less common, and make up the remainder.</p>","Case 7, Chromosomal Abnormalities"
"4058108","2019-10-06 08:35:07","1508384","2.9300","118","94","D","5","<p>Mr. and Mrs. Wayne's first-born son has been diagnosed with Tay-Sachs disease, an autosomal recessive disease which begins to show symptoms in early childhood, including inability to crawl or sit.</p><p>The condition usually has a short life-expectancy, and death occurs early in childhood. The couple are receiving genetic counselling to plan for another pregnancy.</p><p>&nbsp;</p><p>What is the chance of their second child being unaffected by the disease?</p>","<p>25%</p>","<p>33%</p>","<p>50%</p>","<p>75%</p>","<p>100%</p>","<p>Tay-Sachs is caused by an autosomal recessive mutation of the <em>HEXA </em>gene on chromosome 15, and is fatal before adulthood. Due to these two facts, Mr. and Mrs. Wayne are both unaffected carriers.</p><p>&nbsp;</p><p>If we let ""T"" be the normal allele, and ""t"" be the Tay-Sachs allele, we know that both parents are Tt.</p><p>&nbsp;</p><p>Tt x Tt results in TT (unaffected), Tt (unaffected carrier), Tt (unaffected carrier), and tt (affected).</p><p>&nbsp;</p><p>Therefore, the chance of the second child being unaffected is 75%.</p>","Genetics, Case 7"
"4058125","2019-10-06 08:56:07","1508384","3.0700","123","91","D","5","<p>Miss Scarlet is undergoing routine blood tests during her pregnancy. One of these tests is to check the bloodtype of her and her foetus.</p><p>If there is incompatibility of their Rhesus blood types, her body may produce antibodies against the foetus' blood.</p><p>This could cause problems, including anaemia due to haemolysis of the foetus' red blood cells.</p><p>&nbsp;</p><p>Upon examining the foetus, what would be a sign that this has happened?</p>","<p>Blue sclera</p>","<p>Clinodactyly</p>","<p>Cyanosis</p>","<p>Jaundice</p>","<p>Smooth philtrum</p>","<p>The child would most likely have jaundice due to haemolysis of its red blood cells. This haemolysis would lead to an increase in bilirubin, a waste product from red blood cell breakdown. If this built up in the foetus, it would show as yellowing of the eyes and skin.</p><p>&nbsp;</p><p>Other answers</p><ul><li>Blue sclera is a sign of a collagen abnormality, such as in Marfan syndrome.</li><li>Clinodactyly refers to curving of a finger. It is a trait that may occur in a number of conditions, including Down syndrome, Turner syndrome, and Silver-Russell syndrome.</li><li>Cyanosis is a sign of congenital heart defects.</li><li>Smooth philtrum is characteristic of foetal alcohol spectrum disorder (FASD).</li></ul>","Pregnancy, Case 7"
